one_hop_head_tail,one_hop_triple_intersection,two_hop_head_tail,two_hop_triple_intersection,three_hop_head_tail,three_hop_triple_intersection,relation_degree_1hop,label,head,relation,tail
0,0,65,37,106,74,269,0,/m/013tcv,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02rdxsh
0,0,72,72,124,123,146,0,/m/05q8pss,/people/person/profession,/m/01d_h8
1,0,34,16,93,66,18,1,/m/01438g,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,/m/07r1h
2,0,252,226,311,306,227,1,/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0686zv
4,0,322,228,382,374,227,1,/m/0127s7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01vrt_c
2,0,251,226,308,305,227,1,/m/01309x,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01l4zqz
1,0,268,267,326,325,269,1,/m/013w7j,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c427
2,0,155,111,258,226,112,1,/m/012vd6,/people/person/nationality,/m/09c7w0
1,0,236,7,300,272,58,0,/m/0136pk,/music/artist/origin,/m/0ds33
1,0,39,38,85,84,40,1,/m/012bk,/people/person/religion,/m/03_gx
1,0,47,46,65,64,48,1,/m/010cw1,/location/location/time_zones,/m/02hcv8
0,0,0,0,5,5,23,0,/m/0d0vqn,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,/m/0mlzk
1,0,174,123,268,208,125,1,/m/011k1h,/music/record_label/artist,/m/014488
1,0,37,36,73,72,38,1,/m/011yth,/film/film/music,/m/0244r8
0,0,43,18,98,85,118,0,/m/011s9r,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0jqn5
0,0,0,0,1,1,5,0,/m/05b0f7,/film/film/film_festivals,/m/09rwjly
0,0,44,41,108,93,112,0,/m/0295sy,/people/person/nationality,/m/0d0vqn
0,0,18,1,79,40,10,0,/m/0125xq,/film/film/film_format,/m/04hwbq
0,0,1,0,28,11,68,0,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06gh0t
1,0,145,144,204,203,146,1,/m/013v5j,/people/person/profession,/m/0kyk
1,0,78,77,106,105,79,1,/m/013xrm,/people/ethnicity/people,/m/0k4gf
0,0,0,0,4,4,111,0,/m/03f0fnk,/award/award_winning_work/awards_won./award/award_honor/award,/m/027986c
0,0,4,0,30,10,227,0,/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01tx9m
1,0,268,267,326,325,269,1,/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0bb57s
2,0,113,5,186,129,6,1,/m/012bk,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,/m/03spz
2,0,83,67,151,129,68,1,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/07ssc
0,0,2,2,24,23,17,0,/m/01693z,/music/group_member/membership./music/group_membership/group,/m/0jg77
1,0,72,71,126,125,73,1,/m/0137g1,/people/person/spouse_s./people/marriage/type_of_union,/m/01g63y
2,0,9,8,11,10,9,1,/m/0124ld,/olympics/olympic_games/sports,/m/09wz9
1,0,50,49,85,84,51,1,/m/012mzw,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/06ms6
0,0,2,2,23,22,146,0,/m/03v3xp,/people/person/profession,/m/02hrh1q
2,0,207,111,312,278,112,1,/m/011zf2,/people/person/nationality,/m/0f8l9c
5,0,425,148,520,479,146,0,/m/013vdl,/people/person/profession,/m/013w7j
0,0,1,1,28,27,73,0,/m/0ggl02,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
0,0,0,0,1,1,150,0,/m/0kw4j,/music/genre/artists,/m/01w806h
0,0,17,17,39,38,150,0,/m/01wwvt2,/music/genre/artists,/m/02r3cn
0,0,1,0,18,4,82,0,/m/011ywj,/film/film/genre,/m/01whg97
2,0,115,26,176,149,27,1,/m/011xy1,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/02cft
0,0,8,0,38,17,269,0,/m/0144l1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/029j_
0,0,0,0,0,0,79,0,/m/025rpyx,/music/performance_role/track_performances./music/track_contribution/role,/m/0l1589
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0pmw9
1,0,145,144,204,203,146,1,/m/0126y2,/people/person/profession,/m/02hrh1q
8,0,199,15,314,214,9,1,/m/011kn2,/education/educational_institution_campus/educational_institution,/m/011kn2
1,0,44,43,56,55,45,1,/m/0114m0,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9
0,0,2,2,28,27,16,0,/m/02qr3k8,/people/person/spouse_s./people/marriage/spouse,/m/0c2ry
0,0,36,0,116,41,44,0,/m/010t4v,/location/hud_county_place/place,/m/03rjj
3,0,89,68,158,134,68,1,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rjj
0,0,0,0,3,3,11,0,/m/09ly2r6,/tv/tv_program/genre,/m/01z4y
1,0,275,267,354,332,269,1,/m/012c6x,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0f4x7
2,0,198,119,281,260,120,1,/m/01385g,/people/person/place_of_birth,/m/095l0
0,0,0,0,0,0,10,0,/m/025mb9,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/0dgrmp
0,0,10,10,37,36,120,0,/m/01nkcn,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,3,3,29,28,237,0,/m/01v0sx2,/film/actor/film./film/performance/film,/m/0b2v79
1,0,171,170,241,240,172,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0dqytn
2,0,198,119,281,260,120,1,/m/012vd6,/people/person/place_of_birth,/m/0c_m3
2,0,77,67,140,123,68,1,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0d0vqn
2,0,336,236,411,398,237,1,/m/013knm,/film/actor/film./film/performance/film,/m/01cmp9
0,0,10,0,40,22,112,0,/m/012gbb,/people/person/nationality,/m/0ccvd
1,0,117,116,163,162,118,1,/m/0127m7,/award/award_winner/awards_won./award/award_honor/award_winner,/m/047q2wc
0,0,12,5,40,37,58,0,/m/0133x7,/music/artist/origin,/m/013rxq
0,0,17,17,39,38,150,0,/m/0187x8,/music/genre/artists,/m/04mky3
1,0,149,148,227,226,150,1,/m/0130sy,/people/person/places_lived./people/place_lived/location,/m/0r5lz
0,0,8,7,47,41,112,0,/m/012vf6,/people/person/nationality,/m/01k_yf
0,0,0,0,3,0,79,0,/m/0946bb,/music/performance_role/track_performances./music/track_contribution/role,/m/03m5k
1,0,89,88,128,127,90,1,/m/010y34,/location/location/contains,/m/019dwp
0,0,0,0,18,18,12,0,/m/0l8g0,/people/person/spouse_s./people/marriage/location_of_ceremony,/m/0ncj8
0,0,0,0,1,0,79,0,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/05w3f
1,0,44,43,56,55,45,1,/m/013m43,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9
0,0,37,0,127,48,8,0,/m/0146mv,/tv/tv_network/programs./tv/tv_network_duration/program,/m/064_8sq
1,0,131,110,234,203,112,1,/m/012vf6,/people/person/nationality,/m/09c7w0
2,0,74,68,115,113,69,1,/m/012ycy,/music/artist/track_contributions./music/track_contribution/role,/m/018vs
0,0,11,1,39,34,172,0,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/082brv
1,0,56,55,64,63,57,1,/m/01399x,/music/performance_role/regular_performances./music/group_membership/role,/m/01hww_
1,0,145,144,204,203,146,1,/m/013cr,/people/person/profession,/m/018gz8
0,0,0,0,9,9,7,0,/m/03mdt,/people/person/sibling_s./people/sibling_relationship/sibling,/m/09889g
1,0,268,267,326,325,269,1,/m/011lvx,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c4_6
0,0,0,0,0,0,57,0,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/02_j1w
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/02mj7c
0,0,0,0,10,10,82,0,/m/0f2s6,/film/film/genre,/m/06l3bl
2,0,276,226,332,330,227,1,/m/0127s7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/018n6m
1,0,268,267,326,325,269,1,/m/013sg6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02x8n1n
0,0,85,11,156,117,227,0,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/011yn5
0,0,18,18,54,53,115,0,/m/09vw2b7,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0m31m
0,0,104,0,173,109,10,0,/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/0ftxw
0,0,0,0,5,5,17,0,/m/05p92jn,/film/film/executive_produced_by,/m/06q8hf
1,0,149,148,177,176,150,1,/m/011j5x,/music/genre/artists,/m/03t9sp
1,0,41,13,85,81,227,0,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01pcrw
0,0,0,0,0,0,33,0,/m/0h1wz,/people/deceased_person/place_of_death,/m/030qb3t
0,0,0,0,1,0,24,0,/m/041738,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/0l1589
12,0,933,53,1033,958,44,1,/m/013_vh,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/0134w7
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/01k5t_3
1,0,89,88,128,127,90,1,/m/013kcv,/location/location/contains,/m/029qzx
1,0,71,67,112,111,69,1,/m/0137n0,/music/artist/track_contributions./music/track_contribution/role,/m/042v_gx
1,0,4,3,6,5,5,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/student,/m/09bg4l
1,0,236,235,300,299,237,1,/m/011_3s,/film/actor/film./film/performance/film,/m/0dc7hc
0,0,0,0,0,0,69,0,/m/012lzc,/music/artist/track_contributions./music/track_contribution/role,/m/01rhl
1,0,114,113,166,165,115,1,/m/011yth,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/01ycbq
0,0,41,41,96,95,120,0,/m/013gwb,/common/topic/webpage./common/webpage/category,/m/03qbh5
1,0,149,148,177,176,150,1,/m/012yc,/music/genre/artists,/m/01vw26l
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/01309x
1,0,149,148,177,176,150,1,/m/011j5x,/music/genre/artists,/m/02hzz
1,0,236,235,300,299,237,1,/m/0127s7,/film/actor/film./film/performance/film,/m/01xbxn
0,0,44,3,103,77,33,0,/m/01l4zqz,/people/deceased_person/place_of_death,/m/030qb3t
1,0,72,71,126,125,73,1,/m/012d40,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
1,0,145,144,204,203,146,1,/m/0135xb,/people/person/profession,/m/09jwl
1,0,115,110,207,187,112,1,/m/012ykt,/people/person/nationality,/m/09pmkv
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/017y26
0,0,32,27,94,72,111,0,/m/02my3z,/award/award_winning_work/awards_won./award/award_honor/award,/m/02qvyrt
1,0,268,267,326,325,269,0,/m/0134tg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01cw51
1,0,268,267,326,325,269,1,/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f6yz
1,0,117,116,163,162,118,1,/m/0146mv,/award/award_winner/awards_won./award/award_honor/award_winner,/m/04rqd
1,0,5,4,30,29,6,1,/m/013qvn,/organization/organization_founder/organizations_founded,/m/01cl2y
2,0,200,11,312,227,12,1,/m/012d40,/people/person/spouse_s./people/marriage/location_of_ceremony,/m/030qb3t
0,0,42,37,73,51,269,0,/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/09qv3c
0,0,0,0,9,0,79,0,/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/04qvl7
0,0,0,0,3,2,82,0,/m/01242_,/film/film/genre,/m/01jt2w
1,0,124,123,159,158,125,1,/m/011k1h,/music/record_label/artist,/m/01sxd1
0,0,0,0,10,9,90,0,/m/0133jj,/location/location/contains,/m/019f4v
1,0,30,29,59,47,31,1,/m/013y1f,/music/instrument/instrumentalists,/m/03_f0
1,0,68,67,109,108,69,1,/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/042v_gx
1,0,145,144,204,203,146,1,/m/0134w7,/people/person/profession,/m/0d1pc
0,0,16,12,47,25,45,0,/m/013f9v,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/01n7rc
1,0,150,148,234,227,150,1,/m/012xdf,/people/person/places_lived./people/place_lived/location,/m/0ply0
0,0,0,0,0,0,13,0,/m/02r22gf,/medicine/symptom/symptom_of,/m/0h1n9
0,0,80,0,135,84,12,0,/m/0124k9,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/m/02581q
0,0,67,55,124,121,112,0,/m/0415ggl,/people/person/nationality,/m/02jx1
0,0,0,0,5,4,112,0,/m/02pprs,/people/person/nationality,/m/09c7w0
0,0,0,0,1,1,12,0,/m/01pj48,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/04xfb
10,0,928,234,1030,974,227,1,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01438g
0,0,10,6,46,40,269,0,/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03lgg
1,0,236,235,300,299,237,1,/m/01438g,/film/actor/film./film/performance/film,/m/048htn
1,0,78,77,106,105,79,1,/m/013xrm,/people/ethnicity/people,/m/07dnx
2,0,94,78,114,100,79,1,/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/05r5c
0,0,35,26,91,85,172,0,/m/02b9g4,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0drnwh
0,0,1,1,14,13,17,0,/m/0170qf,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0bwjj
0,0,7,0,36,17,227,0,/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03bxz7
1,0,145,144,204,203,146,1,/m/011hdn,/people/person/profession,/m/09jwl
2,0,251,117,308,295,118,1,/m/01364q,/award/award_winner/awards_won./award/award_honor/award_winner,/m/028hc2
1,0,145,144,204,203,146,1,/m/012v9y,/people/person/profession,/m/02hrh1q
1,0,149,148,177,176,150,1,/m/011j5x,/music/genre/artists,/m/01dw_f
1,0,186,7,261,221,39,0,/m/011yxg,/film/film/produced_by,/m/0g57wgv
1,0,145,144,204,203,146,1,/m/0133x7,/people/person/profession,/m/016z4k
1,0,145,6,204,169,15,0,/m/013w7j,/people/person/employment_history./business/employment_tenure/company,/m/025352
0,0,14,0,50,19,146,0,/m/0134w7,/people/person/profession,/m/014162
0,0,17,17,39,38,150,0,/m/0145rs,/music/genre/artists,/m/014q2g
2,0,251,43,308,299,146,0,/m/011zd3,/people/person/profession,/m/01qkqwg
0,0,2,0,12,7,118,0,/m/012x4t,/award/award_winner/awards_won./award/award_honor/award_winner,/m/05b0f7
0,0,5,2,31,22,58,0,/m/012vd6,/music/artist/origin,/m/01cwdk
0,0,0,0,1,1,13,0,/m/013g3,/media_common/netflix_genre/titles,/m/027m67
0,0,8,6,36,34,269,0,/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/013rxq
0,0,2,2,28,27,150,0,/m/01243b,/music/genre/artists,/m/094jv
1,0,98,97,153,152,99,1,/m/011hdn,/people/person/gender,/m/05zppz
0,0,4,4,33,32,40,0,/m/012ts,/film/film/production_companies,/m/02j_j0
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/09b_0m
1,0,236,47,300,279,99,0,/m/0126rp,/people/person/gender,/m/0642ykh
0,0,13,2,47,35,150,0,/m/0140t7,/people/person/places_lived./people/place_lived/location,/m/01s7pm
2,0,171,111,297,242,112,1,/m/0132k4,/people/person/nationality,/m/09c7w0
0,0,0,0,3,3,44,0,/m/013mj_,/location/hud_county_place/place,/m/05d8vw
2,0,94,78,101,100,79,0,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/0bmnm
1,0,145,144,204,203,146,1,/m/013w7j,/people/person/profession,/m/0dxtg
2,0,17,16,29,28,17,1,/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0196bp
1,0,136,110,243,208,112,1,/m/0121rx,/people/person/nationality,/m/09c7w0
4,0,100,9,169,123,8,1,/m/013pk3,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,/m/0159h6
1,0,30,29,48,47,31,1,/m/013y1f,/music/instrument/instrumentalists,/m/0p3sf
0,0,0,0,2,2,26,0,/m/06mzp,/music/performance_role/regular_performances./music/group_membership/group,/m/0gr69
0,0,34,34,85,84,120,0,/m/025352,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,98,69,169,151,269,0,/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0ccvx
1,0,145,144,204,203,146,1,/m/010p3,/people/person/profession,/m/015cjr
1,0,82,80,124,119,82,1,/m/011yl_,/film/film/genre,/m/07s9rl0
0,0,20,11,59,47,58,0,/m/02rchht,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0qdyf
0,0,0,0,10,10,36,0,/m/02lp0w,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09vw2b7
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/06pwq
1,0,10,9,22,21,11,1,/m/013yq,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,/m/02xx5
1,0,81,80,120,118,82,1,/m/0140g4,/film/film/genre,/m/07s9rl0
2,0,251,226,308,305,227,1,/m/012g92,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0cbkc
0,0,0,0,0,0,35,0,/m/0dwt5,/education/educational_institution/students_graduates./education/education/student,/m/08k1lz
1,0,57,9,85,83,227,0,/m/01l03w2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01vrt_c
2,0,130,111,217,201,112,1,/m/012v1t,/people/person/nationality,/m/09c7w0
1,0,22,21,37,36,23,1,/m/013nv_,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,/m/0mkp7
1,0,236,235,300,299,237,1,/m/012q4n,/film/actor/film./film/performance/film,/m/0ds33
0,0,43,43,93,92,269,0,/m/0bl5c,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f71y
0,0,14,0,51,18,24,0,/m/01k_mc,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/0l14md
0,0,6,0,8,7,125,0,/m/017371,/music/record_label/artist,/m/0kr_t
0,0,0,0,0,0,150,0,/m/03bxbql,/music/genre/artists,/m/03d9d6
2,0,252,226,313,306,227,1,/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0686zv
0,0,0,0,4,4,150,0,/m/0126t5,/music/genre/artists,/m/0j86l
0,0,0,0,1,0,82,0,/m/012mrr,/film/film/genre,/m/07_l6
1,0,195,1,271,202,8,0,/m/0146mv,/tv/tv_network/programs./tv/tv_network_duration/program,/m/01bl7g
0,0,1,1,28,27,58,0,/m/042fgh,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/01trhmt
0,0,5,0,33,8,44,0,/m/01w9wwg,/location/hud_county_place/place,/m/013gxt
1,0,35,34,70,69,36,1,/m/012s1d,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/01vx2h
0,0,10,2,40,33,40,0,/m/013_vh,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/01v0sxx
1,0,183,109,271,222,111,1,/m/011yxg,/award/award_winning_work/awards_won./award/award_honor/award,/m/054krc
0,0,17,0,57,26,18,0,/m/012_53,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,/m/0jgd
0,0,0,0,1,1,31,0,/m/011k_j,/music/instrument/instrumentalists,/m/0gywn
1,0,114,14,166,142,18,0,/m/05hj0n,/film/film/cinematography,/m/05br10
1,0,81,80,119,118,82,1,/m/011yrp,/film/film/genre,/m/02l7c8
1,0,119,118,233,232,120,1,/m/013h9,/common/topic/webpage./common/webpage/category,/m/08mbj5d
2,0,94,78,101,100,79,1,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/01dnws
0,0,0,0,4,4,227,0,/m/035tlh,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01qkqwg
0,0,47,44,103,101,227,0,/m/05zr6wv,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01pfkw
2,0,331,98,436,384,99,0,/m/013_vh,/people/person/gender,/m/013rds
0,0,3,3,32,30,172,0,/m/0840vq,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01cmp9
0,0,3,3,27,26,237,0,/m/0k611,/film/actor/film./film/performance/film,/m/0b2qtl
1,0,149,4,177,174,99,0,/m/012zng,/people/person/gender,/m/082brv
1,0,268,267,326,325,269,1,/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m98
1,0,149,148,177,176,150,1,/m/0133_p,/music/genre/artists,/m/01k_yf
1,0,67,66,115,114,68,1,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0jgd
0,0,0,0,6,4,118,0,/m/011zd3,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0jc_p
2,0,125,38,176,161,39,1,/m/011ycb,/film/film/produced_by,/m/0gs1_
0,0,0,0,1,1,17,0,/m/02ky346,/film/film/executive_produced_by,/m/05hj_k
1,0,268,267,326,325,269,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m8y
0,0,7,0,35,12,20,0,/m/0m313,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/09nqf
0,0,0,0,4,4,36,0,/m/01mxnvc,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09vw2b7
1,0,56,55,64,63,57,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/021bmf
1,0,149,148,177,176,150,1,/m/012yc,/music/genre/artists,/m/05mt_q
4,0,90,46,123,104,44,1,/m/013n0n,/location/hud_county_place/place,/m/013n0n
0,0,36,6,114,65,36,0,/m/0127ps,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/01364q
0,0,7,0,35,15,146,0,/m/011zd3,/people/person/profession,/m/03rzvv
0,0,7,7,38,37,20,0,/m/012ycy,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/01s7ns
0,0,24,24,67,66,118,0,/m/09pmkv,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01vt9p3
1,0,81,80,119,118,82,1,/m/011x_4,/film/film/genre,/m/06cvj
2,0,198,119,281,260,120,1,/m/012v1t,/people/person/place_of_birth,/m/094jv
0,0,0,0,1,1,75,0,/m/03wjb7,/education/educational_degree/people_with_this_degree./education/education/institution,/m/01s0_f
0,0,7,7,35,29,115,0,/m/011yl_,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/03bxsw
1,0,268,267,326,325,269,1,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05p09zm
0,0,31,0,100,42,36,0,/m/011ysn,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0dp90
1,0,145,144,204,203,146,1,/m/012x2b,/people/person/profession,/m/02hrh1q
0,0,3,3,31,30,269,0,/m/01k5t_3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/054ky1
1,0,119,118,233,232,120,1,/m/013d_f,/common/topic/webpage./common/webpage/category,/m/08mbj5d
2,0,251,117,308,295,118,1,/m/012ky3,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02zft0
0,0,1,1,37,24,79,0,/m/013xrm,/people/ethnicity/people,/m/013n2h
1,0,149,148,177,176,150,0,/m/01wqpnm,/music/genre/artists,/m/03f4xvm
1,0,57,56,117,116,58,1,/m/0136p1,/music/artist/origin,/m/02s838
0,0,47,13,103,82,69,0,/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/0jfx1
1,0,275,267,354,332,269,1,/m/012ykt,/award/award_nominee/award_nominations./award/award_nomination/award,/m/094qd5
1,0,296,267,385,353,269,1,/m/013t9y,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gr4k
0,0,24,23,78,77,120,0,/m/013807,/common/topic/webpage./common/webpage/category,/m/04mn81
1,0,39,38,83,82,40,1,/m/01271h,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/07r4c
2,0,28,14,93,52,15,1,/m/013nky,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,/m/01nv4h
2,0,94,78,101,100,79,1,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/07_l6
4,0,30,9,93,51,8,1,/m/01314k,/education/university/local_tuition./measurement_unit/dated_money_value/currency,/m/01nv4h
0,0,1,1,8,7,120,0,/m/013tjc,/common/topic/webpage./common/webpage/category,/m/02x9cv
0,0,40,2,74,60,40,0,/m/012mrr,/film/film/written_by,/m/01c92g
0,0,6,0,33,16,68,0,/m/05whq_9,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0
0,0,0,0,1,1,69,0,/m/01n951,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
2,0,184,171,253,252,172,1,/m/012vct,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/072192
0,0,10,10,44,43,23,0,/m/068p2,/people/person/languages,/m/0653m
2,0,184,34,253,221,35,1,/m/012rng,/film/director/film,/m/05qm9f
1,0,226,225,282,281,227,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/03n0q5
0,0,44,23,100,97,120,0,/m/01386_,/common/topic/webpage./common/webpage/category,/m/01wbg84
1,0,119,118,233,232,120,1,/m/012lzr,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,0,0,7,1,6,0,/m/012m_,/location/country/official_language,/m/0lpjn
1,0,20,19,45,44,21,1,/m/012lzr,/education/educational_institution/colors,/m/019sc
1,0,145,144,204,203,146,1,/m/0136p1,/people/person/profession,/m/025352
1,0,236,23,300,282,227,0,/m/014488,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0f61tk
1,0,34,28,71,63,30,1,/m/013_gg,/base/biblioness/bibs_location/country,/m/0345h
0,0,0,0,5,3,237,0,/m/012d40,/film/actor/film./film/performance/film,/m/02g9p4
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/018n6m
0,0,0,0,7,7,40,0,/m/010v8k,/film/film/written_by,/m/0237jb
0,0,34,27,87,84,120,0,/m/02k5sc,/people/person/place_of_birth,/m/068p2
1,0,268,267,326,325,269,1,/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n
1,0,145,144,204,203,146,1,/m/010p3,/people/person/profession,/m/019x4f
0,0,3,0,29,12,269,0,/m/012vd6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/04xvh5
1,0,145,144,204,203,146,1,/m/012ykt,/people/person/profession,/m/02hrh1q
1,0,11,8,54,25,10,1,/m/013b6_,/people/ethnicity/geographic_distribution,/m/09c7w0
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0xsk8
0,0,3,0,27,23,237,0,/m/013knm,/film/actor/film./film/performance/film,/m/0d6484
0,0,8,2,40,14,51,0,/m/011kn2,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/082gq
